Easting,Northing,Name,Driller,Date Drilled,Abstraction Volume per day,District,Borehole Depth,Static Water Level,Yield l/s,Status,Functionality,,
590789,8892095,Mubuyu ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
590792,8921262,Noah Mwawembe ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
590799,8913027,Jocab  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
590801,8897150,Mogha ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
590804,8891302,St Joseph school ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
590813,8504370,Kayala ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
590851,8899277,Ibanda ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
590852,8494270,Chibwata CBCC,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
590868,8894107,Mwesha ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
590872,8486576,Mbalame primary school ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
590873,8902607,Mwanganya 1  1,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
590897,8495955,Kampimba ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
590910,8892847,Kasanu under/5 clinic,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
590925,8486764,Daily ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
590925,8504548,Nyemba 1 ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
590934,8481203,Kabulika ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
590934,8493811,Kalinda ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
590949,8914674,Ngerenge CDSS ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
590957,8918305,Mulinda headqters ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
590984,8493113,Zikapanda ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591010,8477627,Funsani  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591011,8494226,Chibwata FP SCHOOL ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591013,8479914,Jojo ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591013,8896182,Chizumba ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591057,8916430,Alick Mulinda  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591061,8894156,Kasikizi FP school ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591065,8485023,Minju  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591071,8897862,Ighutu ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591103,8920822,Group village headman mateyu  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591144,8898577,Ntan ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591158,8894496,Kajusi ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591172,8554088,Kanyalala,Sawa Group,11/15/2016,,Kasungu,0.00001,0.00001,0.00001,,Functional,,
591206,8901688, Kyabinga borehore ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591215,8896695,Mpanda ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591233,8910225,Kalison,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591245,8895837,Menion ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591258,8894971,Wiscort ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591274,8926578,Ngindo Primary School borehore ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591284,8899689,Mbande FP School's ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591304,8917832,Benard Kafyanda,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591314,8914164,Laudan Mwangosi  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591336,8479833,Kantchele  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591343,8896996,Mwenechilanga ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591349,8911741,Sikwewa Tezani,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591356,8895198,Sing'iza ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591361,8491911,Mullius Kakowa ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591427,8915121,Mwanjasi Primary school  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591479,8902088,Mulwa cbcc ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591493,8915288,Mwanjasi headqters,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591495,8493716,Ngonja ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591512,8895604,Chimese ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591517,8481080,Chilembwe ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591546,8914564,Maklapya ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591557,8896221,Mbopa ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591571,8922887,Katumbi Masijid  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591581,8921235,Group village headman Kalambo ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591587,8900259,Kasanga ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591595,8907622,Simsukwa borehore ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591601,8908753,Tusekereghe borehore ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591621,8484967,Chikosi ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591626,8491323,Chagalu primary school ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591633,8897859,Sembo ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591658,8929161,Mayoka Primary School  2,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591680,8929178,Mayoka fp  1,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591690,8499337,Mtande ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591692,8483294,Kazengela ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591704,8485915,Kapondo ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591746,8908057,Kwishanja borehore ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591753,8483511,Lubeni ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591757,8923157,Katumbi  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591772,8916237,Kayange borehore ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591779,8912887,Thomson Mwang'oti  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591784,8500981,Chiperera ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591784,8896743,Kasanga ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591800,8498726,Mpotola 2 ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591803,8479645,Mbeza  1,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591837,8913832,Mwakafwila ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591849,8478830,Mkumphila 2 ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591856,8498523,Mpotola  1,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591865,8486761,Zidunge village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591866,8479196,Mkumphila ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591877,8897338,Mbulu ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591881,8498231,Chatama ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591896,8910660,Nathan Mwenekabwe,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591905,8478586,Funsani 1 ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591949,8491079,Kakowa borehore,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591952,8909434,Robert Sinkhala ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591954,8499956,Kapulama ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591956,8899345,Gondwe' ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591957,8489201,Msenga ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
591979,8907498,Kweghandili borehore ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
591980,8906484,Kawuta borehore ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592009,8901774,Mwashokela  2,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592033,8499975,Kapulama 2 ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
592057,8911575,Kasisi health post  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592068,8500823,Pemba 2 ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
592086,8479506,Mbeza 2 ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
592114,8498868,Kadewere ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
592115,8903979,Ngusa ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592124,8922868,Kasantha primary school  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592127,8500618,Pemba 1 ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
592146,8902375,Mwashokela ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592169,8482975,Chauwa ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
592192,8499536,Chiwao ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
592231,8905344,Simon Malema ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592314,8910967,Mwenekabwe headquarters  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592334,8495177,Selengo ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
592337,8914526,Ngongo Mwantende  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592341,8910016,Kasisi fp school,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592342,8484891,Mphiri  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
592371,8913693,Mnyenyembe ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592473,8500209,Muziwande ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
592480,8919703,Kaundi primary school ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592504,8500506,Ishmeal ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
592511,8482978,Chindime ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
592511,8903267,Mwandosya ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592561,8499601,Nyonyo ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
592563,8929051,Mwangulukulu Dip tank borehore ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592613,8912657,Mwamulima  kalambo,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592625,8908520,Chiyaka boreholoe ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592677,8905284,Malimbalimba CBCC ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592678,8490675,Kapala ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
592693,8898271,Mwenendeka ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592738,8907929,Chipake Primary School borehore ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592739,8900807,Mwandosha 2 Village,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592764,8781143,Bumba sch,Borehole Construction Fund,,,Rumphi,0.00001,0.00001,0.00001,,Functional,,
592794,8897414,Mwanja ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592811,8903893,Sefu kaule ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592814,8896173,Mkungwi FP School's ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592827,8912328,Robert Simbowe  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592857,8915432,Mwamkamba  2,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592893,8902137,Atufiweye cbcc ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592895,8913364,Mwamlima Mwangomba ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
592941,8506298,Chizilo ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
592988,8486208,Kanjondo ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593001,8491993,Chilombo 2 ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593004,8496966,Kachikwama ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593032,8911466,Benson Sichula  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593058,8896257,Mwawembe ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593062,8915604,Mwamukamba Shaico,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593073,8895522,Twino Mutambalika's ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593106,8927738,Kabale Primary School borehore ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593132,8908995,Mbemba  3 ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593171,8506327,Gusu ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593183,8482999,Chinkhwiri materezi ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593206,8903212,Sefu Malema ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593242,8910946,Mwakafyuyu ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593297,8495245,Chisamba ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593321,8915117,Ngerenge fp school  1,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593339,8505956,Manyusa ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593350,8904575,Mwamateme sefu ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593373,8914842,Kalimisi ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593377,8492126,Chilombo 1  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593402,8915798,Kasobile Mwensunga borehore ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593437,8894780,Mwamphachi ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593446,8915065,Mwabulambo Evacuation Centre school ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593482,8500445,Mperauyenda ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593492,8917737,Mwakisulu headquarters  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593561,8907733, Yotamu borehore ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593564,8500604,Chaguza ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593570,8497206,Lingadzi mlimi school ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593603,8498815,Ndewere Boreholr,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593611,8492063,Chaliwa dam,Borehole Construction Fund,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593615,8489271,Dzaleka  Ref   CARD  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593686,8478345,Lundu  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593718,8917370,Daniel Panja  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593721,8489878,Mosque ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593723,8491485,Mtanda 2borehore,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593736,8902023,Ulwilo ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593742,8905045,Malimbalimba Primary School borehore ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593769,8488595,Kawale 1 BH9,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593770,8482319,Chunzu 2 ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593782,8908807,Mbemba  1,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593787,8489278,Kawale1 BH1,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593788,8488960,Kawale 1 BH6  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593800,8487955,Mengwe gereya ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593801,8497731,Hermot ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593809,8504436,Matekwe ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593819,8491860,Mtanda 4  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593824,8915301,Mwaungulu Lonkana ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593829,8912511,Mbwiri Mwangwera ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593850,8488758,Kawale 1 BH8,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593851,8490498,Dapp TTC  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593856,8893562,Happy Mwawembe ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593881,8490325,Dapp 1 TTC ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593912,8909907,Mbemba  2 Headqters,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593922,8904341,Mwantend ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
593929,8491739,Mtanda 3 ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593935,8489112,Dzaleka  Camp  (Kawale  1B  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593951,8491475,Mtanda 1 ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593953,8489805,KTZ BH1,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593966,8490416,KTZ BH14,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593987,8488945,Kawale2 BH1,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
593990,8924903,Ighembe 1,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594011,8488566,Lisungwi BH2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594013,8918001,Elton Mweniwanda  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594014,8489308,Kawale1 BH2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594021,8495532,Kampasi ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594033,8504694,Thedze ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594034,8909486,Mwimba Primary School borehore ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594041,8489167,Dzaleka  Camp Isalamic  Mosque  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594042,8489184,Kawale 1 BH3,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594068,8481966,Chunzu 4 ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594072,8489432,Blantyre BH1,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594075,8900845,Mwakapake ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594089,8497838,Chiotha ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594095,8505104,Bakali ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594096,8497584,Kusandu ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594103,8490429,KTZ BH11,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594117,8490891,KTZ 13,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594130,8914780,Kafwala Roosvelt ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594148,8504366,Kampamtengo boreholr,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594150,8913054,Kalimajila  headqters ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594151,8488801,Lisungwi BH1,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594178,8478425,Tembo 1  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594193,8490552,KTZ BH12,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594198,8489848,KTZ BH2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594203,8490216,KTZ BH5,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594208,8485443,Kanyambo ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594212,8489634,Blantyre BH2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594238,8922664,Changwina primary school  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594248,8488399,Mengwe 1  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594252,8489618,Blantyre BH3,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594262,8489409,Blantyre BH4,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594262,8490028,KTZ BH3,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594266,8488942,Karonga BH8,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594280,8497646,Kaziputa ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594298,8912623,Kakoma Primary school  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594302,8490385,KTZ BH6,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594303,8902132,Redson Ng'ambi  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594308,8918698,Gannet Mwakisulu  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594327,8902023,Lupaso Primary school  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594330,8915718,David Msiska ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594347,8489029,Karonga BH7,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594358,8925790,Tusekeleghe cbcc ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594360,8489217,Karonga   BH5,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594366,8488367,Mkakunguni ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594367,8490052,KTZ BH4,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594382,8489191,Karonga BH6,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594393,8914209,Mwanjughu Makuzu,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594403,8912466,Kakoma ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594404,8900481,Lasha  no.2,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594425,8493332,Kasatsi FP School ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594448,8489399,Karonga BH4,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594519,8495090,Bowa ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594529,8908040,Mwakanyimbo borehore ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594532,8911040,Mzinga Primary school ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594558,8489932,Besela 1 ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594559,8504428,Nyankhwa ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594573,8490527,Katubza 3 ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594578,8904179,Mwalenga ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594588,8489529,Karonga BH3,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594588,8489715,Karonga BH1,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594599,8493376,Nyundo ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594611,8481886,Chadza kamphambala  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594611,8911066,V/H Mwenengolongo ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594612,8922649,Kaporo 1 Mosque ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594620,8489530,Karonga BH2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594625,8902304,Simon mwafongo  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594634,8919219,Phaniso  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594656,8491130,Manzi Borehore ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594658,8493604,Nyundo 1 ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594689,8921629,Group village headman  Mangulu  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594707,8481854,Chadza kamphambala ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594732,8501559,Nakondwa school ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594733,8493671,Nyundo 2 ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594738,8487830,Mengwe 1 chithope ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594770,8914744,Edwin Mwampaghatwa ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594784,8912539,Kalimanila  2,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594811,8907735,Mwakawonga borehore ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594846,8918281,Mayofya Primary School borehore ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594867,8924885,Ighembe Primary School  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594874,8923040,Kaporo North EPA  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
594926,8501631,Laisi ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594946,8490039,Kamtondo ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594968,8493953,Ndalamira ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594968,8501713,Chimombo,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
594970,8913103,Musomba borehoe,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
595005,8888486,Cheghama Kafulufulu  2,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
595051,8903793,Muyombe  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
595065,8489701,Kabudula ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
595150,8924276,GVH Simeon ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
595160,8902649,Mwakwama ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
